score,content
5,mantap
1,tokopedia mau cekout aja ribet  toko ti
1,max pcs per keranjang baru nambahin pcs udh muncul notif gini tambah lagi sekarang dikit loading dan terus lelet
5,oke
1,jangan beli di aplikasi ini deh asli ngk aman banget masa iya saya beli dengan nominal k  lalu si penjual memasukan resi punya orang lain atau resi punya shopee giliran saya komplain ke tokopedia ngak ada respon sama sekali  ini saya ketipu penjual tapi tidak ada respon dari tokopedia menghubungi cs pun cuman di bales pake bot  sesusah ini kah tokopedia melayani pembeli yang kena masalah karna gara gara penjual nakal
5,banyak pilihannya dan meyakinkan
5,bagus dan aman
1,tokopedia ya allah tega banget ambil uang seller akun di non aktifkan sepihak tidak bisa log in dana tdk bisa di teruskan dan akun di non aktifkan sepihak katanya tokped gk bakal makan uang seller kaya seperti marketplace yg lain tau nya sama aja lebih kejam tolong kembalikan lagi hak kami wahay cs yg budiman
3,kolom pencarian tidak bisa digunakan atau tidak berfungsi tidak seperti sebelumnya
5,baru pertama kali semoga beruntung akunya
5,tampilan lebih bagus
1,dear tokped sy ajukan komplain ke customer care tapi tidak ada di respon tolong ditanggapi yaa di telpon ke cs juga diarahkan ke chat tapi chat tidak ada respon tidak tau antrian atau apa tidak ada keterangan
2,toko pedia toko suasahh  gk kaya toko oren
1,respon bantuan yang sangat labil dan mengecewakan saat pengembalian barang cacat kerjasama antara tokped dengan kurir sangat buruk
2,kenapa sekarang pencarian produk pada toko tidak sesuai ya saat mencari produk tertentu hasil yang muncul semua produk tolong di perbaiki karena sangat tidak membantu terima kasih
3,apk ngeprank trs mau di co malah ilang voucher nya
3,skrg jarang ada promo ongkir gratis ataupun kupon diskountmagnet tdk ada tetangga sebelah tebar magnet discount ongkir
1,parah banget sekarang tokped pelit gak pernah ngasih voucher apapun lagi terus lebih parahnya nih aplikasi nutup sepihak akun seller dan ngambil semua uang penjualan yg ada di akun penjual parah bangett parahh balikin woy uang seller
1,gaada gratis ongkir disebelah ada padahal
5,sangat membantu
1,tokopedia parah ngambil uang seller toko di nonaktifkan sepihak gak bisa login di dalam akun seller masih ada saldo dan dana tidak bisa diteruskan
1,setelah  tahun sering belanja di tokped baru kali ini kecewa beli barang dari tanggal  april  telat datang sampe tanggal  april  sudah melewati batas estimasi langsung di retur barangnya kemudian barang sudah diterima penjual di tanggal  april  sampai sekarang blm ada tanggapan untuk pengembalian dana minta tolong dong di perhatikan lagi untuk penggunaan jasa pengirimannya klo bisa kasih fasilitas rating pengiriman biar ada feedback ke jasa pengirimannya mengecewakan
5,saya suka
5,mempermudah belanja
5,mantap
5,sangat membantu pekerjaan saya
5,cepat dan mudah bertransaksi
5,untuk rokok harian
1,jelek amat
1,pelayanan tokopedia sangat sangat sangat mengecewakan tidak seperti dulu
1,search engine tidak berfungsi bayangkan anda beli di toko yang stok barangnya ribuan anda harus cari satu satu itu barang karna di ketik di search engine tidak ngaruh sama sekali
1,tokopedia sudah terkenal tophebatmasih aj menggangu orang setiap sy buka apl di hp saya seperti facebokfotogaleri yg muncul tiba cukup lama
5,ok banget
5,oke
5,mantap
1,payah banget tokopedia retur barang yang dikembalikan cuma uang pembelian sedangkan uang ongkir gak diganti  ditanggung pemneli  padahal di informasinya ongkir akan diganti saat proses retur selesai ternyata bohong cs tokped dichat gak dibalas sampah banget gak kayak toko oren
1,gimana nih di chat tokopedia nggak balas aku nggak bisa reddem gift card
5,solusi untuk melengkapi kebutuhan belanja anda
1,kurang suka sama cara tokopedia buat transfer saldopembelian barang menggunakan saldo tokped harus verifikasi nomor hp saja sementara aplikasi belanja lain sudah menerapkan fitur verifikasi menggunakan email hp dan fitur wajah scanning dll semoga bisa di tambahin fitur tersebut agar lebih mudah dalam melakukan transaksi dalam aplikasi
5,sukses terus mantap
1,bused tokopedia ngurusin komplain aja lama banget dibilang maksimal  hari kerja akan terselesaikan otomatis lah udah lebih dari  hari kerja tp masih blm ada kejelasan sumpah shopee dan lazada jauh lebih baik drpd tokopedianyed
5,ok
1,komplain cs tidak guna sudah ada di lacak bahwa barang hilang di kurir masih disuruh nunggu lama belum lagi menunggu pihak seller mengajukan asuransinya menu sory dari harga terendah ke tertinggi juga ga ada pengaruh semakin menurun kualitas tokped pindah ke olshop lain saja dah
3,tolong perbaiki bug nya  saya nyari satu barang di satu toko kenapa yang muncul semua barang yang ada di tokonya sih tolong ya menurut saya itu sangat menggangu
1,bru belanja di sini ongkir nya mahalmasak belanja cuma k ongkir kparah sih emgg pantesan sedikit yg blnja di tokopedia
1,proses pembatalan dipersulit padahal selisih  menit dari pembayaran tapi pesanan tetap diproses udah dichat salah alamat masih aja dikirim tolonglah perhatikan juga customer nya jangan cuma mentingin seller
1,apk ringan cuma fatal gak bisa lihat pesanangiman dong
5,baik
5,cashback perlu digalakan
3,banyak seller yang jutek di chat ga dibalas kayak ga niat jualam
5,pembatalan transaksi terlalu lama kisaran  minggu harus nunggu begitu lama kah
2,gak bisa dapet gratis ongkir kyak yang di sebelah
1,kinerja tokopedia care sangat buruk kayaknya masih lebih baik pakai monyet tidak ada respon sama sekali sekalinya respon lelet
4,good sangat cepat responnya
1,gak nyampe nyape mana udah di bayar
5,ini dong tambahin metode pembayaran menggunakan qris kalo bisa itu saran dari saya biar memudahkan saya buat bayar dan beli barang
1,komplain pesanan aja bayaralhasil barang kesalahan dr pihak kurir penjual yang pengiriman barang tidak tepat waktu jadi lebih mahal dan bikin malas belanja disini lagisemoga dibaca dan dibenahi lagi
1,cuma berpihak ke penjual waktu batal otomatis barang gak dikirim penjual terlalu lama toko online yang sangat buruk
1,makin sini tokped makin aneh makin banyak toko ga jelas istilah dalam jual beli itu pembeli adalah raja klo di tokped itu pembeli kaya pengemis banyak toko yg autobid pesanan selesai transaksi langsung di proses tapi ga kunjung di kirim sampai harus menunggu lama sampai harus batal otomatis dan bahkan harus menunggu dalam ketidak pastian sampai transaksi batal eh pas kita yg minta pembatalan tokped malah mempersulit dan mendukung si penjual yg ga jelas
4,ini tokped adain tombol buat pesanan selesai dong meski paket msh dlm perjalanan kenapa soalnya saya pesan barang dan barang itu udh di tangan dr tgl  tapi status paket masih di tengah dan ga update sampe skrg tgl  kemungkinan kurir lupa ngscan paket atau entah apa kasian sellernya ga dapet duit seller kecil soalnya
2,dari sekian apk ini belanja nya sulit bgt susah cod pembayaran nya fav indomaret mulu njing
5,tokopedia oke
1,pelayanan tokopedia care nya buruk seller minta solusi malah dapet tiket pelanggaran bintang satu parah tidak mau menggunakan aplikasi ini lagi
5,online shop terbaik di indonesia
5,pokoknya keren aja gitu
5,bagus banget aplikasi ininggak terlalu ribet dan barangnya lengkap membuka mata untuk belanjathanks tokopedia
5,di tokopedia banyak pilihanya tinggal ketik di pencarian pilih barang sesuai keinginan transaksi mudah dan cepat
5,biar bintang yang bicara
5,keren banget harganya pun relatif murah dari harga normal
1,aneh semua csnya katanya mau bantu balikin dana tpi sampe sekarang udah mau sebulan ttep aja belum balikudah nanya sana sini ttep aja lempar lemaparan perbaiki karyawannyamasalah saya ada di pembayaran qris saldo udah dipotong tapi status pembayan masi belum berhasil
1,aplikasi tidak berguna tidak ada artinya tidak ada nilai saya benci aplikasi tokopedia permisi tokopedia bay bay
1,aplikasi robot beli hari ini buat besok pagi di pakai tetapi pedagang bisa kirim besok gw pake someday jm bos kalau pedagang ga punya stok mendingan cancel ga perlu nunggu peduli dikit masalah orng tokped care cuma di baca doank uninstal asli abis ini aplikasi slow respone
1,kena tipu seller mau pengembalian barang dan dana ribet gabisa karena seller nya kasih alamat palsu udah ke jne pas input alamat kode pos tidak sesuai alamat yg dikirim seller katanya kalo ga segera input no resi dana langsung masuk ke penipu itu ga adil udah chat tokopedia care gaada bantuan nyesel  udah ke x tokped juga gaada respon
1,toko pedia semakin menarikbelanja semakin mengasyikkan
5,oke
1,keepshake sangat mengganggu
2,mau tambah rekening susah ganti no hp susah chat cs ga direspon untung yg jualan fast respon uangku masih tertahan di akun tokped ga bisa ditarik hadeeh
3,perbanyak opsi pengiriman di luar pulau jawa trus tambahkan opsi pilihan harga terbaik untuk opsi pengiriman agar gratis ongkirnya dapat diberlakukan dengan maksimal sebab ada gratis ongkir tapi hanya potongan harga sedangkan ada gratis ongkir secarah penuh walaupun jarak pengirimannya jauh seperti ke sulawesi utara
5,setelah pakai roko pedia selama beberapa hari aku cukup terkesan aplikasinya ringan tampilannya simple dan gampang dipahami informasi produknya lengkap pengirimannya juga cepat dan aman cocok banget buat yang cari kebutuhan rokok tanpa ribet customer servicenya juga responsif recommended banget pokoknya terus pertahankan ya kualitasnya
1,bisa gak sih kalo expedisi nya jangan pake si cepatsumpah itu expedisi gak rekomen masa sekelas tokped kerjasama dengan expedisi abalmasa paket udah seminggu gak nyampemending pindah ke toko oren aja lah udah cukup kecewa sama tokped
5,menyenangkan belanja disini banyak diskon dan lgi ada geratis ongkir pulakjdi pengen blanja disini terus
5,mantap
5,bagus
1,hama
5,simpelpraktis
5,baik
5,gacor
5,good shoping
1,kesalahan seller gak kirim tapi refund dananya di potong admin lalu mau penarikan dana juha cs bot pilih menu chat denga cfs juga gak di respon ga punya karyawan manusia untuk cs kah
5,barang yang di jual lengkap sesuai kebutuhan pelayanan kurir juga ramah
1,dear tokopedia tolong pihak pengirimannya direkomendasikan yg berintegritas atau lebih yang bertanggung jawab jangan rekomendasikan pihak pengiriman dari jnt sudah berulang kali kejadian sangat mengecewakan terus dari pihak jasa pengiriman untuk platform belanja online sudah bagus tp pihak jasa pengiriman sangat mengecewakan mungkin ini penyebab belum bisa menyaingi platform belanja online sebelah jadi saya mohon jangan pakai lagi jasper yg ngecewain
4,tokopedia servis dan supply is very best
3,mau narik saldo dipersulit udah ditambahkan rekening berpuluh puluh kali di kirim kode otp via wa tidak juga bisa sengaja apa mau menahan dana konsumen ya
5,cari info pembelian barang
1,makin hari makin tolol ini aplikasi
5,nice apps
1,aneh pertama normaltapi pas mau retur barang masak gx bisa di buka halamannya padahal waktu kurang sehari lagi
4,oke lah
4,opsi pengembalian barang mungkin responya bisa dipercepat keburu buyer dichat aneh² sama seller
1,barang dihilangkan kurir dan tidak ada tanggung jawabnya
5,good
5,simpel belanja online
5,sangat membantu
4,mantap keren
5,murah banget beli pulsa di toko pedia sering aja promonya
2,dear tokopedia mohon disortir dong untuk toko yg sudah tidak aktif karena masih banyak toko yg sudah tidak aktif lama tapi masih muncul jadi tanggung sudah checkout tapi barang tdk dikirimkirim sampai dibatalkan otomatis terimakasih
1,ikln nempel kaya perangko suee kacida sia iklan inalillahi
5,terima kasih toped setelah  tahun mencoba sabar dengan sebentar² update aplikasi terus akhirnya saya berpindah ke lain hati
3,permisi kak admin kok tokopedia saya gak pernah dapat diskon lagi padahal awal awal pakai masih dapat diskon
5,sangat membantu memenuhi kebutuhanku seharihari
5,bagus tapi ada kendala dengan metode pembayaran yang hanya alfamart dan link bank aja
5,mantap cukup membantu  dlm berbelanja jd sangat mudah
1,sangat mengganggu
1,paylater diblok tanpa konfirmasi
5,gacor
5,murah belanja di tokopedia
5,mamtap
4,mantap
5,proses cepat dan mudah untuk berbelanja online praktis
4,terima kasih sekarang saya bisa belanja lagi dengan menggunakan gopay leter
5,okmantap
5,akh masa iya ada geratis ongkir pa
1,tolong dong isi chat dan daftar transaksi ga bisa dihapus kamu sebagai admin sampaikan keluhan kami heh tokped
5,mudah dan banyak promo
1,ribet saat ini sedang tidak baik baik saja tokopedia  bagaimana jika tidak ada tiktokapa harus juga digabungkansedih sangat sedih dg keadaan ini
1,hadeh komplain barang karena rusak disuruh kirim barang status udh terkirim dan diterima taoi dana nggk ada dibalikin chat di diskusi komplain juga nggk ada respon
3,tolong ditingkatkan soal pengiriman sering sekali barang msh diproses dan lama bgt blm lg harus nunggu pengiriman sampainya
1,ongkir lebih mahal dari pesanandan tidak readi codkalauh jauh dengan sebelah
2,tidak ada solusi via tokopedia carebuang aja napa gak usah ada kurir rekomendasi cargo kurir sicepat gokil paling sampah bikin rugi waktu dan biaya
1,parah sih warung ijo ini tokonyapenjualnya banyak penipuan beli minyak  dus dikirim case hp aduh tolong lah lebih di tinggatkan lagi kalo ada laporan dari customer toko udah nipu udahlah di blok ajah sangat meresahkan dan di sayangkan menjadikan repurtasi warung ijo ini jadi buruk menurut saya
1,pesan barang dari tokopedia yang datang dari shopee minta bantuan costumer care tidak di tanggapi tidak profesional
1,aplikasi busuk promo pengguna baru gak bisa di gunakan payah
5,konten ini selalu muncul sangat mengganggu sekali
1,iklan sangat mengangu sy tidak butu
5,sip sangat mudah n membantu
5,solusi yang fast respon
5,tokopedia paling murah
5,halo kak untuk aplikasi tokped nya udah bagus ya fiturfitur nya juga udah lumayan cuman ada yang kurang nih kenapa aplikasi tokped yang sekarang suka crashkeluar sendiri mohon diperbaiki kak
5,mantap sekali
5,bagus dan mahal dan murah baget bisa bayar di tempat
1,beli oli yang datang helmkurir salah kirim paket trs saya komplain dari tanggal  april hingga tanggal  sebentar lagi sudah  minggu uang saya belum kembali dan helm belum di ambil lagi sama kurir nya
5,top top markotop top
5,barang barang nya bagus sesui pengiriman kurir cepat dan ramah jnt emg mantul
1,masa udah gx ada geratis ongkir sih
5,good
1,kenapa sekarang tampilan tokopedia kok ribet sama kayak shopee ya yang dulu nya riwayat transaksi di kanan bawah tetapi sekarang malah di menu akun
5,terima kasih tokopedia yang selalu ada buat ku beli online apapun itu
5,sangat bermanfaat banget
3,enakan yg dlu bnyak vc nya skrng gx ada udh mles blnja lagi jdinya
5,ga ribet
1,ciriciri mau bangkrut karena kalau minta bantuan customer care lelettidak pernah selesai permasalahanya jasa pengirimanya pada lelet terutama id express dengan berkalikali alasan pembeli tidak ada dialamat tujuantautau hilang aja tuh pesanan engga jelas kemananya
5,nice
1,tolong lah tokopedia harus tegas ini seller kirim barang tidak sesuai tapi sya ajukan pengembalian tidak acc seller lalu bagaimana solusi dr tokopedia seller tidak amanah harus nya dihilangkan
5,saran untuk pengiriman harus nya di percepat lagi terimakasih
1,uang di dana saya hilang k transaksi ke toko pedia tapi saya tidak merasa transaksi saya saya minta tolong balikan uang saya
5,menarik
5,mantap aplikasinya
1,pengalaman belanja disini kurang memuaskan maaf saya uninstalbetter ke sopi
1,ini tokopedia lamalama seperti sampah ya
1,kecewa sekali sudah beli banyak yg di batalkan banyak toko yg fiktif tidak di tindak pindah aja lah ke sebelah kecewa berat
3,bagus
1,mohon posisi wishlist  transaksi jangan dipindah pindah
5,belanja lebih mudah
5,baik
5,bagus semoga selalu bisa membantu
5,bagus sekali belanja di tokopedia
5,bagus
5,sangat baik
1,temanteman jangan pake aplikasi ini ngga jelas paket saya dari tanggal  sampe  belum datang mana udah di bayar lagi ngga rekomen sih aplikasi nya jelek banget mahal lgi ongkir nya cukup sekali aja pake aplikasi ini jelas aja ngga populer nih aplikasi
4,masih kalah bersaing dg sebelah
5,memudahkan belanja berikan selalu promo free ongkir agar belanja nya di tokped ga di di merchants yg lain
1,peraturan return yg ruwet harusnya packaging barang urusan kantor kurir bukannya konsumen barang yg dijual barang cepat rusak garansi harusnya panjang sampai  thn pengkiriman lambat
5,belanja disini menyenangkan dari pada aplikasi sebelah banyak diskon dan promo serta banyak pilihan jasa kirim
1,kurang
4,pesanan nya slalu memuaskan sesuai dengan deskripsi nya
1,pesanan sudah  hari tak tidak di kirim kan padahal saya bayar nya pakai dana lunas kpdapps toped toko yg bersangkutan
5,woi toped lu bisa nggak ngasih tau cara ngehapusin barangproduk pelanggaran lu bilang jika terjadi planggaran pada produk segera di hapus nah saya cari fitur hapus barang nya mana dongook kagak ada fitur hapus barang iya kali harus nunggu  hari begimana ceritanya klo lu nyuruh hapus barangproduk yg pelanggaran gak ada fitur hapus barang nya kan doongok berjam jam gw cari kgak ada fitur hapus barang pelanggaran
5,banyakin diskon dan promo pls
5,belanja lumayan lengkap semua kebutuhan tapi agak mahal dari aplikasi yang lain nya
1,sekarang dengan barang yang sama harga lebih mahal harga di manipulasi seakan dapat promo tapi nyatanya jauh lebih mahal
5,bagus
5,cepat dan mudah
5,makasih
2,apalah mau checkout aja gangguan di rumah tokped yapping ae padahal sinyal bagus bagus aja mana ada flash sale lagi hadehh
4,sangat bagus
5,sangat membantu
2,goodbye tokopedia juaranya belanja online pada masanya langganan sejak lama kini sudah tidak pantas untuk direkomendasikan sorry to say
1,kapok saya belanja disini buat rekan² hati² belanja disini claim barang tak semudah dulu skrg klaim barang di toko ini sangat susah dan berteletele padahal dulu saya sering merekomendasikan toko ini ke rekan² saya tapi hari ini saya mengalami barang yg rusak dan claimnya lama sekali hampir minggu tidak selesai dan respon tokopedia care juga lama yang balas robot sumpah kapok belanja disini
5,good
1,kali check out barang  diantaranya lama banget pengirimannya udah di hari ke  statusnya masih menunggu kurir tolong diperbaiki lagi untuk masalah ini
1,update bukannya baik tapi membuat kecewa uang yg ada di saldo tokped dana dll tidak dapat dihabiskan dl bila kurang baru bayar dg yg lain sistem pembayaran padahal sebelumnya bisa tokped perusahaan besar masa model tahan duit receh konsumen malu atuh euy  tidak ada review ttg kurir semua hy review ttg seller tokped sprt tidak perduli dg kendala kiriman yg sering lelet dan ngaco bila gunakan fitur bebas ongkir yg kurir telah diatur oleh tokped come on perbaiki donk
5,awalnya dikecewain sama seller yg gk amanah tapi dibantuin sama cs sampai selesai
1,ribet kalo mau batalin pesanan ga otomatis batal harus tunggu konfirmasi penjual dulu padahal baru pesan belum ada  menit cara komplain bila paket datang juga ribet bila paket tidak sesuai admin tokopedia tidak membantu jadi yg di limpahkan antara penjual dan pembeli tidak ada jalan tengah sangat underrate beda sama aplikasi yg di toko shop oren admin langsung gercep bila ada komplen jadi customer bisa percaya dan bakal dijadikan aplikasi utama untuk belanja bukan dipersulit
5,top
2,tolong lah hapus fitur diproses otomatis buat penjual padahal penjual udh gak aktif di chat gak di bales tp krn fitur ini pembeli harus menunggu  hari dan klik pembatalan pun harus menunggu respon penjual dan untuk seller yg sudah  hari barang tidak di kirim dan di respon produk tsb seharusnya tidak boleh muncul lg di beranda
1,disuruh login via facebook sedangkan fitur login facebooknya dihilangkan
5,good
5,dev tolong disampaikan untuk reviews pemakai email aol mail aol mail termasuk email jadul sekarang jadi bagian dari yahoo mail tapi tidak bisa di gunakan untuk akun tokopedia
1,saldo refund gak full kecewa berat
5,lengkap
5,dear develop kenapa akhir ini penanganan dan pengiriman menjadi lama semua yainstan kurir pun juga ikut lamadari pihak toko pun kalau di chat slow respon
3,bagus
1,ini respon tokopedia care kok lambat banget yaa saya itu butuh bantuan dan saya sudah chat cs tokopedia nya  tapi tidak di respon sama sekali tolong dong ini aplikasi gimana si baru kali ini saya menemukan apk cs nya slow respon setiap hari saya chat cs nya tidak di respon sama sekali
4,iklan mulu
1,kemarin dan hari ini transaksi saya di tolak secara system indikasinya ada potongan yg tidak sesuai ketentuan padahal ketika co potongan muncul sendiri dari tokopedia kemudian dibatalkan juga oleh tokopedia transaksi saya akhirnya limit kk saya sementara tertahan bagaimana ini tokopedia aplikasinya
5,proses training
5,pengalaman belanja di tokopedia sangat bagus dan menyenangkan namun sayang untuk diskon masih kalah dengan toko sebelah saran saya banyakin diskon akuisisi sicepat biar ongkir bisa
1,sangat kecewa sekali dgn pelayanan tokopediauda ajuin pengembalian brg krn tidak sesuai dan mau dipick up namun akhirnya tidak dipick up malah kasus returan dianggap selesaino more tokopedia
5,puas dan aman
5,sebenarnya ini aplikasi sy suka cuma terlalu mahal ongkirnya
5,mantap
1,tulisan nya gratis ongkir semua pas mau di co lebih  rb ongkirnya aneh
1,saya daftar afliater eror mulu kenapa
1,makin kesini makin aneh inbox gk bisa di hapus lama kelamaan member pasti pada kabur pindah ke aplikasi toko online laen
5,mantap toko pedia
4,aku kurangin lagi bintangnya karena menurut saya toko pedia sudah tak layak di percaya karena tak bisa mengarahkan kurir untuk menyelesaikan pengiriman barang saya sesuai batas yg telah di janjikan intinya mohon sabar laporan menjadi prioritas tapi tetap saja barang blm di kirim sama kurir
1,bagus
1,hapus aplikasi udh gk minat pake tokopedia lg sudah x ketipu barang gk sesuai pesanan yg d pesan apa yg datang apa
5,nocommend
5,good
5,bagus
5,terbaik
5,nice
1,terlalu sering menggangu iklannya
3,saya pengguna tokopedia lumayan lamaawalnya bagustapi makin kesini ada tambahan biaya layanancash back sama gratis ongkir gak bisa di pkai sekaligustidak seperti dulu
5,menurut ku sih baguss tapi aku belum ada ngelihat apknya
1,oke
1,banyak toko penipu di apk tokped ini masa saya beli sepatu harga k yg dteng sepqtu seharga k payah
1,aplikasinya rusak saya mau klik produknya malah ga muncul muncul udah tes jaringan ga ada masalah udah hapus cache juga tetap g muncul aplikasinya banyak bug dan error perbaiki lagi
1,antara penjual kurir sama apknya gak bertanggungjawab barang mau hampir sebulan gak datang pembayarannya udah duluan parah
1,buruk banget untuk pengembalian dana  udah hampir  bulan  iya sih terhitung sebulan karena  bulan puasa dan ini bulan ke nya sudah lewat dr lebaran  notif masih klaim barang kondisi rusak dan belom sampe ke pembeli udah di retur pengirimnya penjual udah respon terus nunggu pihak tokped yg kebanyakan alasan atau slow respon
4,makin lama makin buruk aja nih marketplace
4,bagus
5,semoga dapat bermanfaat dengan baik dan barang sesuai harapan
4,hai bagaimana ini akun saya di bajak dan saya tidak bisa menghubungi customer care
5,nice
5,mantap
5,mantap jiwa
5,sukses selalu pertahankan ya kak saya suka sekali sanagt membantu baget best dah
1,kalau ada bintang  saya pilih banyak penjual penipu beli barang baru dikirim barang bekas beda merek beda model giliran mau dikembaliin dikasih alamat ngga lengkap sama penipunya jadi ngga ada ekspedisi yang mau ngirim sampai batas waktu ditentukan komplain ngga dijawab sama cs proses ribet akhirnya uang auto dikirim ke penipu janganjangan tokped sekarang kerjasama sama penipu padahal saya sudah lama beli di tokped sejak tokped buka kalau begini terus mau pindah aja ke toko sebelah
5,apl yg sangat membantu dan meringankan setiap apl yg di inginkan
5,bagus pelayanan
5,ok
4,mantapp
1,rawan penipuan dan tidak ada tanggung jawab
1,mesen paket  kaga ada yang nyampe  pun udah  hari tulisan nya di proses mulu pengiriman lama banget tokped gaje
2,pengiriman lamaongkir mahal
2,sekarang jelekmau komplain aja loading mulu
2,tolong perketat lagi kemanannya lah masa data paket no resi pengiriman bisa sampai ke orang lain nomer resi nya dipake buat nipu
1,sekarang tokped jelek
5,mantap
5,mudah dan lanvar
1,barang tidak dikirim chat gada solusi
1,waktu pembatalan otomatis terlalu lama sampai  hari keburu pembeli sdh gak butuh barangnya klo penjual niat kan paling lama  hari sdh dikirim dan cs tokped gk bisa bantu padahal marketplace lain bisa bantu utk pembatalan pesanan
3,seller nya slow respon anjir
4,sebenarnya sudah bagus banyak pilihan metode pembayarannya tp kenapa pembayaran transfer cek manual sekarang malah di tiadakan padahal sangat membantu bagi saya yg kartu atmnya tidak support va untuk develop klo bisa pembayaran transfer cek manual di aktifkan kembali
1,saya punya pengalaman yang merugikan sebagai pembeli dan saat ini masalah tersebut sedang ditangani tokopedia care walaupun tidak membuahkan hasil tokopedia masih membela penjualpenjual nakal yang hanya memproses pesanan tanpa mengirimkan pesanan tersebut ini yang saya alami dan sampai sekarang tgl  april pesanan saya belum dikirimkan oleh penjual nakal tersebut sampai besok tgl  batal by system semua cara sudah saya lakukan dan tokopedia care tidak dapat mengatasi masalah tersebut
1,ngetik liquid cooler dikata tembakau ngetik monitor qhd dikata tembakau juga semua aja di tembakauin apk rusak
1,apa inipesan beras yg datang sashet kecap bangomakin ngaco
5,effesien
1,apk parahpaylatter kadang muncul kadang hilang pdhl member sudah lama saya selama gam ada paylattergak akan belanja saya
1,kurir sampah lama nyampaii keterangan kurir nya gajelas gaada dikabarin di wa tapi keterangannya kurir sudah ke alamat tidak ada orangnya dan itu jam  padhal belum kerumah samasekali sampahh kurir lemot
4,bagus sih tapi banyak banget yang gak bisa pakai cod
5,barang sesuai pesanan dan bagus tidak mengecewakan
4,amazing ada nilai plus dari beberapa aplikasi yang serupa
1,aplikasi payah  lebih baik ditutup saja
4,tolong sampai kan ke penjual agar membalas chat kadang chat no respon dan pengiriman di lamain
5,sangat membantu
1,mengapa saya tidak bisa menggunakan metode pembayaran gopay later
5,ok
1,parah tokopediaaku beli barang hampir  blan tidak sampai jauh melebihi estimasidi komplain yang jawab robottidak ada solusi dan tangung jawab untuk membantumeski sudah di ajukan komplain tetep aja tidak ada perubahanjadi saya tidak terima barang dan uang tidak kembali
1,banyak iklannya padahal udah saya hapus
1,saldo dana gua di ambil tokopedia sue banget padahal gak transaksi apa gua
1,di update malah jadi susah liat transaksi ga usah di update balik lagi aja kaya yg dulu
3,aplikasi setelah diupdatedibulan april  update sudah  kalu di uninstal aplikasi setelah  menit tidak bergerak mohon di perbaiki kembali
1,makin kesini apk anda makin kesana
1,mau checkout pake uang satu satunya malah promonya pengguna baru hilang tiba tiba
5,keren lanjutkan kk
5,barang yg sy cari tersedia disini di toko sebelah ga ada
5,alhamdulillah  beri kemudahan dalam berbagai produk awal vas bunga beserta bunga dan rangkaian menarik untuk keindahan produk aneka meja hias tuangan  mohon di serta kan untuk pemirsa terimakasih  surya delta group interior glass accesories  danu apriyo utomo
1,top up saldo etoll flazz bca pakai tokopedia pembayaran via gopay saldo terpotong saldo gak bertambah parah sih ini
5,semoga pelayanan nya yg terbaik
4,sungguh bagus tapi tidak bisa membatalkan pesanan
5,aplikasi bagus sangat berguna dan efisien good job
5,fiturnya oke
5,mantap gan
1,guys ini aplikasi gak word it banget pelayanan admin nya gak bagus kayak ngomong sama ai gak selesai² inti permasalahannya bolak balik aja disitu ngasih tau nya admin tokopedia sudah rugii saya gak bisa dapat uang pengembalian dana dan plus ongkir ditanggung pembeli pulaa gak kayak shopee pengembalian barang dan dana mudah plus gratis ongkir pulaa mending gak usah download ini aplikasi gak bagus pelayanan nyaa guyss
4,bagus
1,makin lama menurun performnya proses lama pengiriman lama ongkir mahal komplain no respon
1,untuk gopay pinjam kenapa tidak bisa bayar pake gopay anehtambahin juga bayar cepat
5,fast respon barangpun cepat sampai
5,mantappszz terima kasih tokepedia dan akulaku
5,suka
1,tolong kembalikan tampilan hasil pencarian seperti dulu lagi misalkan kita ketik yamaha nmax atau honda pcx baiknya yang ditampilkan adalah spare part atau aksesoris variasi nya dll bukan iklan sepeda motor nya yg dijual market orang beli spare part  aksesoris variasi itu jauhh jauh jauuh lebih besar dibanding market orang mw beli sepeda motor via online  marketplace trus langsung checkout dan menunggu motor nya dikirim
2,saya chat dilive chat gk dibalas lama kali responnya
5,bagus banget lebih suka sistem nya dari pada apk sebelah
2,ko saya tidak bisa mendownload aplikasi ini ya kk
5,sangat baik dengan adanya gopay later
4,bagus si tapi gak bisa di buka kalau bisa di buatin yang tokopedia lite
1,tokopedia care mohon segera di respon saya ditipu oknum seller saya sudah menghubungi tokopedia care tetapi tidak ada respon
5,kenapa mesti di tolak pinjaman saya apa syarat yang harus di penuhi kalau mau pinjam
5,pelayanan cepat dan tepercaya
3,resi di tokped cuma bisa di track lewat tokped njir via web expedisi ga bisa
5,ok
2,update terbaru sekarang semakin membingungkan fitur diskusi dihilangkan padahal bagus untuk melihat pertanyaan lain terkait produk yang sudah ditanyakan oleh pembeli lain lebih dulu lalu layout atau interface mencoba mengikuti aplikasi sebelah bagian deskripsi harus scroll sampai bawah malah bikin repot mau cari deskripsi barang aku pakai app ini biar lebih mahal tapi karena familiar dengan tampilan eh malah diubah kalo tampilan mirip tapi lebih murah app lain lebih baik pindah app
5,tokopedia terbaik
3,saya pengguna tokopedia udah sangat lama kenapa gopay later nya gak bisa di lihat gagal terus sedangkan saya masih punya angsuran
1,sangat jelek sekarang tokped sempet ke tiktoksop gabung jadi jelekk
5,sangat membantu pembayaran jadi mudah
5,belanja mudah banget mantap
4,bagus
3,bagus
1,iklan yang ganggu
